co,name,reg_name,code,pop,lat,lon
co,corregimiento santa lucia,Corregimiento Santa Lucia,4,,10.3286111,-74.9644444
co,corregimiento santander,Corregimiento Santander,10,,8.633333300000002,-74.6333333
co,corregimiento santa rosa,Corregimiento Santa Rosa,5,,7.9666667,-74.05
co,corregimiento santa rosa,Corregimiento Santa Rosa,12,,9.35,-75.7166667
co,corregimiento santa rosa,Corregimiento Santa Rosa,18,,10.4,-74.1166667
co,corregimiento santa teresa,Corregimiento Santa Teresa,5,,8.7833333,-73.8
co,corregimiento santiago apostol,Corregimiento Santiago Apóstol,27,,9.0047222,-74.9113889
co,corregimiento santo tomas,Corregimiento Santo Tomás,18,,10.566666699999999,-74.2166667
co,corregimiento sato,Corregimiento Sato,5,,10.266666699999998,-74.9666667
co,corregimiento sempegua,Corregimiento Sempegua,10,,9.165833300000001,-73.8347222
co,corregimiento simana,Corregimiento Simaña,10,,8.616666699999998,-73.7333333
co,corregimiento sincerin,Corregimiento Sincerin,5,,10.15,-75.2833333
co,corregimiento sitio nuevo,Corregimiento Sitio Nuevo,5,,9.016666699999998,-74.6
co,corregimiento sitioviejo,Corregimiento Sitioviejo,12,,9.1,-75.6333333
co,corregimiento tacaloa,Corregimiento Tacaloa,5,,9.4144444,-74.7505556
co,corregimiento tacuyalca,Corregimiento Tacuyalca,5,,8.566666699999999,-74.4666667
co,corregimiento tasajera,Corregimiento Tasajera,18,,10.983333300000002,-74.33333329999999
co,corregimiento tenche,Corregimiento Tenche,5,,8.2666667,-74.66666670000001
co,corregimiento tierra santa,Corregimiento Tierra Santa,27,,8.4666667,-74.6166667
co,corregimiento tiquisio nuevo,Corregimiento Tiquisio Nuevo,5,,8.516666699999998,-74.33333329999999
co,corregimiento tocasaluma,Corregimiento Tocasaluma,5,,9.1061111,-74.79611109999999
co,corregimiento tres cruces,Corregimiento Tres Cruces,5,,8.7,-74.5166667
co,corregimiento troncoso,Corregimiento Troncoso,18,,9.218333300000001,-74.3922222
co,corregimiento urquijo,Corregimiento Urquijo,18,,9.198333300000002,-74.13472220000001
co,corregimiento valencia,Corregimiento Valencia,27,,9.133333300000002,-75.1166667
co,corregimiento varsovia,Corregimiento Varsovia,27,,9.4,-75.5
co,corregimiento venero,Corregimiento Venero,18,,9.2494444,-74.2436111
co,corregimiento vijagual,Corregimiento Vijagual,26,,7.85,-73.8166667
co,corregimiento villa martin,Corregimiento Villa Martin,17,,11.2177778,-72.7858333
co,corregimiento villanueva,Corregimiento Villanueva,18,,9.2166667,-74.1
co,corregimiento villa rosa,Corregimiento Villa Rosa,4,,10.416666699999999,-75.1333333
co,corregimiento yati,Corregimiento Yati,5,,9.2680556,-74.7266667
co,corregimiento zapata,Corregimiento Zapata,27,,8.6,-74.7
co,corregimiento zapatoza,Corregimiento Zapatoza,10,,9.0072222,-73.74888890000001
co,correlejo,Correlejo,17,,10.733333300000002,-72.85
co,corrocito,Corrocito,19,,3.95,-72.2
co,corrosito,Corrosito,19,,3.95,-72.2
co,cortadera,Cortadera,20,,0.7452778,-77.6075
co,cortadera,Cortadera,21,,7.8333333,-72.7166667
co,cortadero,Cortadero,20,,0.8427778,-77.90361109999999
co,cortadero,Cortadero,28,,4.1833333,-74.9833333
co,cortijo,Cortijo,19,,4.2333333,-73.58333329999999
co,corual,Corual,17,,11.25,-73.16666670000001
co,coruntal,Coruntal,28,,3.3863888999999996,-75.1344444
co,coruntujo,Coruntujo,26,,6.0072222,-73.2825
co,corusumana,Corusumana,17,,12.333333300000001,-71.66666670000001
co,coscal,Coscal,26,,6.75,-73.25
co,coscorron,Coscorrón,20,,1.4666667,-78.2333333
co,coscuez,Coscuez,6,,5.6236111,-74.1605556
co,cosmopolita,Cosmopólita,6,,5.8247222,-74.3052778
co,cospique,Cospique,5,,10.333333300000001,-75.4833333
co,costa azul,Costa Azul,12,,8.725833300000001,-75.7344444
co,costa rica,Costa Rica,3,,6.4333333,-70.91666670000001
co,costa rica,Costa Rica,10,,9.088333300000002,-73.7433333
co,costa rica,Costa Rica,17,,10.875277800000001,-72.855
co,costa rica,Costa Rica,18,,10.316666699999999,-74.2833333
co,costa rica,Costa Rica,19,,4.126388899999999,-73.2905556
co,costa rica,Costa Rica,24,,5.3777778,-75.9030556
co,costa rica,Costa Rica,27,,8.666666699999999,-75.0
co,costa rica,Costa Rica,28,,3.7666667,-75.5072222
co,costa rica,Costa Rica,29,,3.7522222000000003,-76.235
co,costarica,Costarica,29,,3.7675,-76.0358333
co,costa rica,Costa Rica,29,,3.8936111000000007,-75.8930556
co,costa rica,Costa Rica,32,,4.541111099999999,-72.7438889
co,costa rica,Costa Rica,33,,4.4833333,-74.4333333
co,costarrica,Costarrica,2,,7.943611099999999,-76.67
co,costarrica,Costarrica,6,,5.8,-72.4
co,costarrica,Costarrica,18,,10.233333300000002,-74.08333329999999
co,costarrica,Costarrica,19,,3.2455556,-73.8513889
co,costarrica,Costarrica,28,,3.7666667,-75.5072222
co,costarrica,Costarrica,29,,4.6,-76.2
co,costarrica,Costarrica,33,,4.7833333,-74.4833333
co,costarrios,Costarrios,28,,3.1155556,-75.59222220000001
co,costas,Costas,2,,6.7919444,-75.9588889
co,costilla,Costilla,10,,8.733333300000002,-73.7333333
co,costillas,Costillas,10,,8.733333300000002,-73.7333333
co,cota,Cota,33,7615.0,4.8166667,-74.1
co,cotapli,Cotapli,17,,11.1755556,-72.8375
co,coteje,Coteje,9,,2.6477777999999996,-77.55972220000001
co,cotoca abajo,Cotoca Abajo,12,,9.2166667,-75.85
co,cotoca arriba,Cotoca Arriba,12,,9.133333300000002,-75.85
co,cotoca,Cotoca,12,,9.2166667,-75.85
co,cotomal,Cotomal,28,,4.4833333,-74.8666667
co,cotopril,Cotopril,17,,11.1755556,-72.8375
co,cotoprix,Cotoprix,17,,11.1755556,-72.8375
co,cotorra,Cotorra,12,4880.0,9.05,-75.8
co,cotove,Cotove,2,,6.8858333,-75.9875
co,coturu,Coturu,2,,7.9166667,-74.7833333
co,counopi,Counopi,20,,1.4122222,-78.59777779999999
co,cousarijuna,Cousarijuna,17,,11.35,-72.16666670000001
co,covado,Covado,5,,9.55,-74.91666670000001
co,covadonga,Covadonga,4,,10.883333300000002,-74.9
co,covarachia,Covarachía,6,590.0,6.5027778,-72.7425
co,covaria,Covaría,6,,6.8166667,-72.16666670000001
co,covaria sur,Covaría Sur,6,,6.8166667,-72.16666670000001
co,covenas,Coveñas,12,,8.5677778,-75.6908333
co,covenas,Coveñas,18,,9.816666699999999,-74.1333333
co,covenas,Coveñas,27,,9.416666699999999,-75.7
co,covenitas,Coveñitas,27,,9.4,-75.66666670000001
co,coyaima,Coyaima,5,,10.433333300000001,-75.33333329999999
co,coyaima,Coyaima,28,3893.0,3.8025,-75.1983333
co,coyongal,Coyongal,5,,8.916666699999999,-74.5
co,coyuntura,Coyuntura,18,,10.183333300000001,-74.2
co,cravo,Cravo,3,,6.3019444,-70.20861109999998
co,cravo norte,Cravo Norte,3,4787.0,6.3019444,-70.20861109999998
co,cravo sur,Cravo Sur,32,,4.5666667,-71.9833333
co,crecientes,Crecientes,6,,5.8166667,-72.95
co,crestagallo,Crestagallo,29,,3.65,-76.5333333
co,crestegallo,Crestegallo,29,,3.65,-76.5333333
co,crio el barranco,Crio El Barranco,29,,3.3680556000000004,-77.3552778
co,crio indigena,Crio Indigena,3,,6.649722200000001,-70.94111109999999
co,crio la luna,Crío La Luna,19,,3.4491667,-73.59111109999999
co,criollo,Criollo,5,,10.05,-75.1833333
co,criollo,Criollo,16,,1.8666667000000001,-76.1333333
co,criollos,Criollos,20,,0.8775,-77.72888890000002
co,crio san jose,Crio San Jose,20,,0.9833333000000001,-77.6444444
co,cristales,Cristales,2,,6.483055599999999,-74.9177778
co,cristales,Cristales,6,,5.5255556,-73.8755556
co,cristales,Cristales,8,,0.9463889000000001,-74.74083329999999
co,cristales,Cristales,21,,8.3477778,-73.3191667
co,cristales,Cristales,23,,4.15,-75.80277779999999
co,cristales,Cristales,26,,5.8508333,-73.8036111
co,cristales,Cristales,28,,3.2716667,-75.8255556
co,cristales,Cristales,29,,4.2736111,-76.3575
co,cristalina,Cristalina,2,,6.11,-74.9611111
co,cristalina,Cristalina,7,,5.055,-75.9255556
co,cristalina,Cristalina,26,,7.356944400000001,-73.6741667
co,cristalina,Cristalina,29,,4.0902778,-75.87472220000001
co,cristiana,Cristiana,33,,4.7086111,-73.49972220000001
co,cristiania,Cristianía,2,,5.633333299999999,-75.8833333
co,cristobal,Cristóbal,2,,6.734722200000001,-75.8163889
co,cristobon,Cristobón,5,,10.133333300000002,-75.08333329999999
co,cristo,Cristo,21,,7.8166667,-72.83333329999999
co,cristo rey,Cristo Rey,5,,9.266666699999998,-74.7666667
co,cristo rey,Cristo Rey,6,,4.9666667,-73.4133333
co,cristo rey,Cristo Rey,12,,9.066666699999999,-76.2333333
co,cristo rey,Cristo Rey,20,,0.8183333,-77.85722220000001
co,cruce anchicaya,Cruce Anchicayá,29,,3.65,-76.9333333
co,cruce de caceres,Cruce de Caceres,2,,7.45,-75.1166667
co,cruce de pororio,Cruce de Pororío,19,,2.7969444,-72.81833329999999
co,crucero,Crucero,9,,2.7575,-76.5552778
co,crucero de pescador,Crucero de Pescador,9,,2.8066667,-76.5458333
co,crucero el almorzadero,Crucero El Almorzadero,9,,2.775,-76.6502778
co,crucero playa rica,Crucero Playa Rica,9,,2.7211111,-76.59138890000001
co,cruces,Cruces,2,,6.8916667,-75.6266667
co,cruces,Cruces,7,,5.366666700000001,-75.35
co,cruces,Cruces,20,,0.8436111,-77.5847222
co,cruces,Cruces,23,,4.69,-75.6080556
co,cruces,Cruces,26,,7.0833333,-73.3833333
co,cruces,Cruces,29,,4.6283332999999995,-75.9291667
co,cruces de anori,Cruces de Anorí,2,,7.1833333,-75.0666667
co,cruces de caceres,Cruces de Cáceres,2,,7.45,-75.1166667
co,crucetal,Crucetal,17,,10.9405556,-72.7155556
co,crucetal,Crucetal,28,,4.2166667,-74.8166667
co,crucita,Crucita,28,,3.5238888999999998,-75.1211111
co,cruz chiquita,Cruz Chiquita,12,,9.2166667,-75.5
co,cruz de amarillo,Cruz de Amarillo,20,,1.15,-77.2833333
co,cruz de amarillos,Cruz de Amarillos,20,,1.15,-77.2833333
co,cruz de hierro,Cruz de Hierro,4,,10.5333333,-75.2666667
co,cruz del beque,Cruz del Beque,27,,9.3,-75.45
co,cruz del guayabo,Cruz del Guayabo,12,,9.1,-75.5333333
co,cruz del molino,Cruz del Molino,6,,5.7,-73.1
co,cruz verde,Cruz Verde,32,,5.8,-72.15
co,cruz verede,Cruz Verede,28,,3.5383332999999997,-75.6011111
co,cuacamayal,Cuacamayal,18,,9.083333300000001,-74.16666670000001
co,cuaichala,Cuaichala,20,,0.8455556000000001,-77.8444444
co,cuajadoras,Cuajadoras,21,,7.7333333,-72.7166667
co,cuajaron,Cuajarón,2,,6.6366667,-75.9625
co,cualapud,Cualapúd,20,,0.9183333,-77.7358333
co,cualcha,Cualcha,20,,1.15,-77.6833333
co,cuaquiri,Cuaquiri,18,,10.116666699999998,-74.91666670000001
co,cuararon,Cuararon,2,,6.6366667,-75.9625
co,cuarchu,Cuarchu,20,,1.0833333,-77.5333333
co,cuarchud,Cuarchud,20,,1.0833333,-77.5333333
co,cuarteles,Cuarteles,19,,4.2333333,-73.33333329999999
co,cuarteles,Cuarteles,33,,4.7325,-73.52
co,cuarteles del batallon cartagena,Cuarteles del Batallón Cartagena,12,,8.733333300000002,-75.91666670000001
co,cuasa,Cuasa,6,,5.6,-72.6166667
co,cuaspud,Cuaspud,20,2010.0,0.8619443999999999,-77.8147222
co,cuatala,Cuatala,20,,1.7833332999999998,-78.15
co,cuatis,Cuatis,20,,0.9,-77.58333329999999
co,cuatro bocas,Cuatro Bocas,2,,7.2166667,-74.0
co,cuatro bocas,Cuatro Bocas,4,,10.9213889,-74.9425
co,cuatro bocas,Cuatro Bocas,5,,8.7833333,-74.35
co,cuatro bocas,Cuatro Bocas,10,,10.0333333,-74.0166667
co,cuatro bocas,Cuatro Bocas,17,,11.515,-72.9327778
co,cuatrobocas,Cuatrobocas,17,,11.866666699999998,-71.35
co,cuatro bocas,Cuatro Bocas,18,,10.616666699999998,-74.7166667
co,cuatro caminos,Cuatro Caminos,5,,10.35,-75.3166667
co,cuatro caminos,Cuatro Caminos,33,,5.3333333,-74.2
co,cuatro,Cuatro,6,,5.6833333,-73.05
co,cuatroesquinas,Cuatroesquinas,2,,5.9344444,-75.5169444
co,cuatro esquinas,Cuatro Esquinas,2,,6.3938889,-74.84861109999999
co,cuatro esquinas,Cuatro Esquinas,9,,2.3166667000000003,-76.8166667
co,cuatro esquinas,Cuatro Esquinas,10,,10.133333300000002,-74.0166667
co,cuatro esquinas,Cuatro Esquinas,14,,2.8116667,-70.54638890000001
co,cuatro esquinas,Cuatro Esquinas,20,,1.0833333,-77.5666667
co,cuatro esquinas,Cuatro Esquinas,21,,8.433333300000001,-73.3166667
co,cuatro esquinas,Cuatro Esquinas,28,,4.1,-74.7666667
co,cuatro esquinas,Cuatro Esquinas,31,,2.8052778,-70.49972220000001
co,cuatro esquinas,Cuatro Esquinas,33,,4.85,-74.3
co,cuatro esquinas de bermeo,Cuatro Esquinas de Bermeo,33,,4.85,-74.3
co,cuatro vientos,Cuatro Vientos,12,,9.25,-75.5333333
co,cuatro vientos,Cuatro Vientos,16,,2.0991667,-75.90638890000001
co,cuatro vientos,Cuatro Vientos,18,,9.708888900000002,-74.7888889
co,cuayabal,Cuayabal,29,,4.0177778,-76.1177778
co,cuayar,Cuayar,20,,0.8730556,-77.79361109999999
co,cuba,Cuba,2,,6.0138889,-74.97916670000001
co,cuba,Cuba,4,,10.9,-74.8833333
co,cuba,Cuba,7,,5.1886111,-75.6805556
co,cuba,Cuba,8,,0.5280556,-74.3816667
co,cuba,Cuba,12,,8.733333300000002,-75.9333333
co,cuba,Cuba,17,,11.0333333,-73.5666667
co,cuba,Cuba,18,,10.633333300000002,-74.7
co,cuba,Cuba,24,,4.8025,-75.7388889
co,cubanito,Cubanito,12,,8.2,-76.08333329999999
co,cubara,Cubará,6,1466.0,7.041111099999999,-72.0608333
co,cubarral,Cubarral,19,2280.0,3.7713888999999994,-73.8377778
co,cubarro,Cubarro,3,,6.9666667,-70.2
co,cuberos,Cuberos,21,,8.0811111,-72.4430556
co,cubia,Cubia,33,,4.9802778,-73.53361109999999
co,cubilicua,Cubilicua,28,,3.4827778,-75.3772222
co,cubita,Cubita,8,,0.5672222,-74.325
co,cucaita,Cucaita,6,1417.0,5.5333333,-73.4666667
co,cucal,Cucal,27,,9.866666699999998,-75.3666667
co,cucarachera,Cucarachera,20,,1.7,-78.08333329999999
co,cucarachero,Cucarachero,20,,1.7,-78.08333329999999
co,cuchado,Cuchadó,11,,5.4,-76.3
co,cuchara,Cuchara,12,,8.9155556,-76.1575
co,cucharal,Cucharal,2,,8.0166667,-75.2
co,cucharal,Cucharal,5,,8.983333300000002,-74.45
co,cucharal,Cucharal,12,,8.871388900000001,-76.07861109999999
co,cucharal,Cucharal,33,,5.116666700000001,-74.6166667
co,cucharales,Cucharales,20,,1.7827778000000003,-77.3416667
co,cucharito,Cucharito,16,,3.0666667000000003,-75.2
co,cucharito,Cucharito,27,,8.75,-74.7666667
co,cucharos,Cucharos,6,,5.7102778,-73.7175
co,cuche,Cuche,6,,5.8333333,-72.9833333
co,cuchiflia,Cuchiflía,2,,7.0419444,-75.27722220000001
co,cuchiflin,Cuchiflín,2,,7.044722200000001,-75.2758333
co,cuchilla corozal,Cuchilla Corozal,24,,4.7216667,-75.59
co,cuchilla,Cuchilla,20,,1.6,-77.45
co,cuchilla de lopera,Cuchilla de Lopera,2,,6.5869444,-75.5444444
co,cuchilla del salado,Cuchilla del Salado,7,,5.116666700000001,-75.5166667
co,cuchilla el paujil,Cuchilla El Paujil,28,,3.4541667,-75.3836111
co,cuchilla morrogacho,Cuchilla Morrogacho,2,,6.676111099999999,-76.0372222
co,cuchillas,Cuchillas,26,,7.337222200000001,-73.1641667
co,cuchipa,Cuchipa,29,,4.1266667,-76.22
co,cuchiquira,Cuchiquira,26,,6.5,-72.9666667
co,cucho,Cucho,20,,1.1666667,-77.9666667
co,cuchos,Cuchos,29,,3.9927778,-75.8858333
co,cucuana,Cucuana,28,,3.97,-75.1055556
co,cucucavaca,Cucucavaca,6,,4.978611099999999,-73.425
co,cucunuba,Cucunubá,33,1699.0,5.2530556,-73.7713889
co,cucurital,Cucurital,31,,6.1438889,-68.9366667
co,cucurrupi,Cucurrupí,11,,4.383333299999999,-76.9333333
co,cucurumana,Cucurumana,17,,11.4697222,-72.81138890000001
co,cucuta,Cúcuta,8,,0.26305559999999995,-73.35638890000001
co,cucuta,Cúcuta,21,721406.0,7.883333299999999,-72.50527779999999
co,cucutilla,Cucutilla,21,1950.0,7.542222200000001,-72.7766667
co,cuello,Cuello,12,,8.5480556,-75.5072222
co,cuemani,Cuemani,8,,0.08333330000000001,-73.35
co,cuenal,Cuenal,20,,0.8919444,-77.83722220000001
co,cuenca,Cuenca,12,,8.521388900000002,-75.2519444
co,cuernavaca,Cuernavaca,19,,4.1113889,-72.8622222
co,cuernavaca,Cuernavaca,32,,4.8641667,-72.5061111
co,cuerno de oro,Cuerno de Oro,33,,4.8502778,-73.4091667
co,cueros,Cueros,18,,9.866666699999998,-73.9
co,cuerval arriba,Cuerval Arriba,9,,2.7061111,-77.7413889
co,cuerval,Cuerval,9,,2.7316667000000003,-77.79166670000001
co,cuesta,Cuesta,2,,6.5372222,-75.8941667
co,cuesta de macho,Cuesta de Macho,21,,8.2733333,-72.77444440000001
co,cuesta nueva,Cuesta Nueva,28,,4.25,-74.91666670000001
co,cuesta rica,Cuesta Rica,26,,7.4055556,-73.2766667
co,cuestecilla,Cuestecilla,17,,11.1772222,-72.6141667
co,cuestecita,Cuestecita,17,,11.1772222,-72.6141667
co,cuestecitas,Cuestecitas,17,,11.1772222,-72.6141667
co,cuetial,Cuetial,20,,0.8833333000000001,-77.83333329999999
co,cueva adentro,Cueva Adentro,29,,3.6580556000000004,-76.1444444
co,cueva chiquita,Cueva Chiquita,6,,5.85,-72.7333333
co,cueva colorada,Cueva Colorada,26,,6.3894444,-73.45222220000001
co,cueva,Cueva,26,,6.75,-72.8
co,cueva de morgan,Cueva de Morgan,25,,12.5333333,-81.7166667
co,cueva de tununi,Cueva de Tununí,28,,3.6341667,-75.43166670000001
co,cuevas,Cuevas,26,,6.75,-72.8
co,cuevita,Cuevita,11,,5.45,-77.4
co,cuhimbe,Cuhimbé,22,,0.3833333,-76.4
co,cuil,Cuil,20,,2.1166667,-78.1333333
co,cuilvi,Cuilví,20,,1.45,-78.08333329999999
co,cuira,Cuira,1,,-0.45944440000000003,-73.5908333
co,cuira,Cuira,17,,12.35,-71.6
co,cuitiva,Cuítiva,6,233.0,5.5822222,-72.9697222
co,cuiva,Cuiva,27,,8.666666699999999,-74.9666667
co,cuivas,Cuivas,3,,6.6375,-71.15361109999999
co,cujacal,Cujacal,20,,1.25,-77.25
co,culandrillo,Culandrillo,2,,6.3669444,-74.9333333
co,culandrillo,Culandrillo,26,,6.4,-74.4333333
co,culantrillo,Culantrillo,2,,6.3669444,-74.9333333
co,culantrillo,Culantrillo,26,,6.4,-74.4333333
co,culebra,Culebra,12,,9.2,-76.16666670000001
co,culebra,Culebra,15,,2.45,-70.15
co,culebra,Culebra,18,,11.15,-74.1166667
co,culebra,Culebra,21,,8.0166667,-72.6
co,culebra,Culebra,31,,6.098611099999999,-69.3866667
co,culebras,Culebras,21,,8.6430556,-73.49472220000001
co,culebrilla,Culebrilla,21,,8.616666699999998,-73.4302778
co,culebrillo,Culebrillo,26,,6.1466667,-73.4922222
co,culebrita,Culebrita,10,,8.448611099999999,-73.3758333
co,culebrita,Culebrita,21,,8.616666699999998,-73.4302778
co,culebritas,Culebritas,21,,8.616666699999998,-73.4302778
co,culima,Culima,6,,4.8166667,-73.35
co,culpi,Culpí,20,,1.6666667000000002,-78.1
co,culti arriba,Culti Arriba,2,,6.672222200000001,-75.7930556
co,cumaca,Cumaca,33,,4.3402778,-74.46861109999999
co,cumac,Cumac,20,,1.1333333,-77.5666667
co,cumaco,Cumaco,4,,10.65,-74.85
co,cumana,Cumana,32,,5.3166667,-72.58333329999999
co,cumaral,Cumaral,6,,4.7480556,-73.1805556
co,cumaral,Cumaral,15,,3.6458333,-68.85027779999999
co,cumaral,Cumaral,19,11264.0,4.273055599999999,-73.48638890000001
co,cumaral,Cumaral,23,,4.116666700000001,-75.7166667
co,cumaral,Cumaral,31,,3.3508332999999997,-70.1741667
co,cumaralito,Cumaralito,19,,4.1466667,-73.22916670000001
co,cumariana,Cumariana,31,,4.4166667,-69.8666667
co,cumariano,Cumariano,31,,4.4166667,-69.8666667
co,cumaribo,Cumaribo,31,629.0,4.4444444,-69.80027779999999
co,cumay,Cumay,32,,5.4,-72.1166667
co,cumbal,Cumbal,20,7529.0,0.9119444,-77.795
co,cumbarco,Cumbarco,29,,4.1666667,-75.8
co,cumbitara,Cumbitara,20,1091.0,1.6533333,-77.58333329999999
co,cunaca,Cunaca,31,,4.1627778,-70.5991667
co,cunapa,Cuñapa,29,,3.4305556000000004,-77.16
co,cunare,Cuñaré,8,,0.47444440000000004,-72.52722220000001
co,cunaviche,Cunaviche,19,,4.054166700000001,-73.30027779999999
co,cunaviche,Cunaviche,31,,5.366666700000001,-70.41666670000001
co,cunchila,Cunchila,20,,1.05,-77.58333329999999
co,cunday,Cunday,6,,5.6372222,-73.8172222
co,cunday,Cunday,28,2082.0,4.0633333,-74.6952778
co,cundinamarca,Cundinamarca,17,,11.441666699999999,-72.2933333
co,cundinamarca,Cundinamarca,18,,9.638611099999999,-74.6036111
co,cundinamarca,Cundinamarca,33,,4.616666700000001,-74.1
co,cundinamarea,Cundinamarea,32,,5.633333299999999,-70.9
co,cune,Cune,33,,5.05,-74.5
co,cuneque,Cuneque,32,,5.866666700000001,-72.15
co,cuni,Cuni,2,,7.068611099999999,-75.68638890000001
co,cunimia,Cunimía,19,,3.1591667,-73.59388890000001
co,cunira,Cunira,28,,4.2333333,-74.9666667
co,cunuma,Cunuma,15,,3.6686111000000006,-67.45861109999998
co,cuperena,Cupereña,3,,6.5333333,-71.7
co,cupica,Cupica,11,,6.6833333,-77.5
co,cupilicua,Cupilicua,28,,3.4827778,-75.3772222
co,cuprecia,Cuprecia,9,,3.0833333,-76.4833333
co,cuque,Cuque,11,,8.1,-77.08333329999999
co,curacao,Curaçao,21,,9.05,-72.8833333
co,curacas,Curacas,9,,1.7783333,-77.1180556
co,curacavi,Curacavi,33,,4.294444400000001,-74.4269444
co,curadiente,Curadiente,2,,6.7833333,-76.25
co,curadientes,Curadientes,2,,6.7833333,-76.25
co,curama,Curama,32,,5.7,-72.0166667
co,curasica,Curasica,21,,8.2236111,-73.1808333
co,curay,Curay,20,,1.9030556,-78.56138890000001
co,curazao,Curazao,2,,6.4166667,-75.0333333
co,curazao,Curazao,17,,10.766666699999998,-73.15
co,curazao,Curazao,21,,9.05,-72.8833333
co,curazao,Curazao,27,,9.4666667,-75.4666667
co,curazao,Curazao,31,,6.2855555999999995,-67.7025
co,curbarado,Curbaradó,11,,7.073888900000001,-76.9225
co,curedo,Curedó,11,,6.9333333,-77.65
co,curiaco,Curiaco,9,,1.6833333,-76.58333329999999
co,curiaco,Curiaco,20,,1.5166667,-77.2666667
co,curiche,Curiche,11,,7.0,-77.6333333
co,curillo,Curillo,8,9540.0,1.0352778,-75.9247222
co,curinachi,Curinachi,17,,11.491666699999998,-72.4033333
co,curinca,Curinca,12,,8.6922222,-75.905
co,curi playa,Curí Playa,6,,5.7166667,-73.4833333
co,curiplaya,Curiplaya,8,,0.2666667,-74.8666667
co,curiquigui,Curiquigui,20,,1.5333333,-77.3
co,cuririri,Cuririri,17,,11.659166699999998,-72.6619444
co,curital,Curital,6,,5.9833333,-72.6333333
co,curiti,Curití,2,,6.6708333,-75.8013889
co,curiti,Curití,26,3417.0,6.61,-73.07166670000001
co,curiyaco,Curiyaco,9,,1.6833333,-76.58333329999999
co,curraca,Curraca,31,,4.1627778,-70.5991667
co,currulao,Currulao,2,,7.9922222000000005,-76.63722220000001
co,currumay,Currumay,7,,5.2666667,-76.1
co,curuapo,Curuapo,17,,11.4913889,-72.7530556
co,curulao,Curulao,2,,7.9922222000000005,-76.63722220000001
co,curumani,Curumaní,10,22085.0,9.204166699999998,-73.54861109999999
co,curumare,Curumare,19,,4.2230555999999995,-72.8358333
co,curutal,Curutal,19,,4.6516667,-73.0425
co,curuti,Curuti,26,,6.61,-73.07166670000001
co,cusumbi,Cusumbí,9,,2.4666667,-77.83333329999999
co,cusuti,Cusuti,2,,6.743611099999999,-76.00277779999999
co,cuti,Cutí,11,,8.1666667,-77.1333333
co,cutucumayo,Cutucumayo,33,,4.316388900000001,-74.4341667
co,cutupil,Cutupil,4,,10.866666699999998,-75.0166667
co,cutupli,Cutupli,4,,10.866666699999998,-75.0166667
co,cuturu,Cuturú,2,,7.75,-74.7666667
co,cuzaquin,Cuzaquin,33,,4.8447222000000005,-73.6655556
co,dabaibe,Dabaibe,11,,5.5833333,-76.1166667
co,dabeiba,Dabeiba,2,11548.0,7.003611099999999,-76.2627778
co,dabeiba,Dabeiba,24,,4.866666700000001,-75.4666667
co,dabeiba vieja,Dabeiba Vieja,2,,6.95,-76.2666667
co,dabeiba viejo,Dabeiba Viejo,2,,6.95,-76.2666667
co,dabelba,Dabelba,2,,7.003611099999999,-76.2627778
co,dagua,Dagua,29,12320.0,3.6602778,-76.69277779999999
co,dalmacio,Dalmacio,20,,1.7675,-77.3202778
co,damaguiel,Damaguiel,2,,8.75,-76.6166667
co,damaquiel,Damaquiel,2,,8.75,-76.6166667
co,damasco,Damasco,2,,5.7913889,-75.5719444
co,damasco,Damasco,5,,9.6,-75.1833333
co,damasco,Damasco,12,,8.801388900000001,-75.69111109999999
co,damasco,Damasco,16,,2.3,-75.8666667
co,damasco,Damasco,20,,1.7833332999999998,-77.5666667
co,damasco,Damasco,24,,4.7658333,-75.82888890000001
co,damasco,Damasco,27,,8.8,-74.9
co,damas,Damas,14,,2.1166667,-72.5166667
co,damian,Damián,9,,2.9838888999999997,-76.74888890000001
co,danaco,Dánaco,15,,2.6016667,-67.46861109999999
co,dana,Dana,20,,0.8861110999999999,-77.7033333
co,daniel sanchez,Daniel Sánchez,11,,5.133333299999999,-77.0
co,danta,Danta,16,,3.6,-74.66666670000001
co,danta,Danta,28,,4.85,-75.2166667
co,dantas,Dantas,2,,7.4991667,-75.4288889
co,dantas,Dantas,28,,4.348611099999999,-75.39111109999999
co,danubio azul,Danubio Azul,12,,8.721666699999998,-76.0008333
co,danubio,Danubio,9,,2.5136111,-75.965
co,danubio,Danubio,12,,8.35,-75.45
co,danubio,Danubio,26,,5.7616667,-73.92777779999999
co,danubio,Danubio,29,,3.6069443999999997,-76.8788889
co,danzante,Danzante,2,,6.692777799999999,-75.7872222
co,dapa,Dapa,29,,3.5627777999999997,-76.5505556
co,dardanelos,Dardanelos,10,,9.2569444,-73.9066667
co,darien,Darién,29,11724.0,3.9341667,-76.4883333
co,david,David,20,,1.6666667000000002,-77.05
co,davidson's,Davidson's,25,,13.333333300000001,-81.3833333
co,davila,Dávila,29,,4.45,-75.95
co,davis,Davis,28,,3.8422222,-75.6780556
co,decio,Decio,20,,1.45,-77.7666667
co,decisivo,Decisivo,2,,8.4666667,-76.6333333
co,degurgo,Degurgo,2,,5.5297222,-75.85027779999999
co,dejame estar,Déjame Estar,12,,8.3333333,-75.5
co,de la aguirre,De La Aguirre,26,,7.1741667,-73.20277779999999
